cliente,reference_month,document_type,source,status,file_path,criado_em
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_gfd_fgts,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_gfd_rescisao,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_gfd_rescisao,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_gfd_rescisao,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_gfd_rescisao,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_gfd_rescisao,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_gfd_rescisao,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_gfd_rescisao,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_gfd_rescisao,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_gfd_rescisao,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_gfd_rescisao,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_gfd_rescisao,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,relatorio_pedido_va,gedeon,VAZIO,,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,comp_salario_individual,inter,PREENCHIDO,/inter/comprovante/dd948805-06d0-4350-adf0-1762c1efdd4b,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,comp_salario_individual,inter,PREENCHIDO,/inter/comprovante/c1dfcc95-cc67-4452-a80a-f8c54d27bb38,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,comp_salario_individual,inter,PREENCHIDO,/inter/comprovante/e45058d1-7ecc-4323-b283-bcb58b679f77,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,comp_salario_individual,inter,PREENCHIDO,/inter/comprovante/db831a0b-dfb9-4e81-baf5-819e171e4efc,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,comp_vt_individual,inter,PREENCHIDO,/inter/comprovante/b1e5a68c-58c9-476b-b023-8a9f79a5c4b1,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,comp_vt_individual,inter,PREENCHIDO,/inter/comprovante/11fb1209-efcb-4060-9585-05edd89ebbf1,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,comp_vt_va_combinado,inter,PREENCHIDO,/inter/comprovante/25948621-ca79-4674-89ed-98c583188ac5,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,comp_vt_va_combinado,inter,PREENCHIDO,/inter/comprovante/cc1956bf-c8b3-430c-aae9-29b85e2e638b,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,comp_vt_va_combinado,inter,PREENCHIDO,/inter/comprovante/4508bdc4-3b2b-42af-beb0-f320522e234e,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,comp_vt_va_combinado,inter,PREENCHIDO,/inter/comprovante/ff97bee2-ea1e-47ed-a91c-08a9c36fca9a,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,comp_vt_va_combinado,inter,PREENCHIDO,/inter/comprovante/dd1c5b05-3b8d-4c79-a9d7-0ea7eba74840,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,comp_vt_va_combinado,inter,PREENCHIDO,/inter/comprovante/d5492475-079a-40f3-9699-39a941e5d610,2026-04-22
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-05-06
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-04-28
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-04-28
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-04-28
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-04-28
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-04-28
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-04-28
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-04-28
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-04-28
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-04-28
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-05-06
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-05-06
CONDOMINIO IDEAL FLORES DA CIDADE,2026-04-01,escala_mes,operacoes,VAZIO,,2026-05-06
